17-19,1-7,Farming-fishing
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Priv-house-serv
17-19,1-7,Sales
17-19,1-7,Machine-op-inspct
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Exec-managerial
17-19,1-7,Farming-fishing
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Transport-moving
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Priv-house-serv
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Craft-repair
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Craft-repair
17-19,1-7,Machine-op-inspct
17-19,1-7,Craft-repair
17-19,1-7,Craft-repair
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Transport-moving
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Prof-specialty
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Craft-repair
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Craft-repair
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Transport-moving
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Farming-fishing
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Prof-specialty
17-19,1-7,Sales
17-19,1-7,Exec-managerial
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Farming-fishing
17-19,1-7,Handlers-cleaners
17-19,1-7,Prof-specialty
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Craft-repair
17-19,1-7,Adm-clerical
17-19,1-7,Other-service
17-19,1-7,Farming-fishing
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Adm-clerical
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Craft-repair
17-19,1-7,Handlers-cleaners
17-19,1-7,Craft-repair
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Protective-serv
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Prof-specialty
17-19,1-7,Adm-clerical
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Farming-fishing
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Adm-clerical
17-19,1-7,Machine-op-inspct
17-19,1-7,Handlers-cleaners
17-19,1-7,Handlers-cleaners
17-19,1-7,Priv-house-serv
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Craft-repair
17-19,1-7,Adm-clerical
17-19,1-7,Other-service
17-19,1-7,Prof-specialty
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Transport-moving
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Farming-fishing
17-19,1-7,Adm-clerical
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Protective-serv
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Priv-house-serv
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Craft-repair
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Protective-serv
17-19,1-7,Prof-specialty
17-19,1-7,Sales
17-19,1-7,Craft-repair
17-19,1-7,Adm-clerical
17-19,1-7,Adm-clerical
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Transport-moving
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Prof-specialty
17-19,1-7,Handlers-cleaners
17-19,1-7,Craft-repair
17-19,1-7,Other-service
17-19,1-7,Craft-repair
17-19,1-7,Handlers-cleaners
17-19,1-7,Handlers-cleaners
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Transport-moving
17-19,1-7,Handlers-cleaners
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Farming-fishing
17-19,1-7,Adm-clerical
17-19,1-7,Craft-repair
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Craft-repair
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Adm-clerical
17-19,1-7,Other-service
17-19,1-7,Farming-fishing
17-19,1-7,Prof-specialty
17-19,1-7,Sales
17-19,1-7,Protective-serv
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Adm-clerical
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Craft-repair
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Machine-op-inspct
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Machine-op-inspct
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Adm-clerical
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Priv-house-serv
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Machine-op-inspct
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Adm-clerical
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Adm-clerical
17-19,1-7,Craft-repair
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Farming-fishing
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Machine-op-inspct
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Adm-clerical
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Prof-specialty
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Adm-clerical
17-19,1-7,Sales
17-19,1-7,Farming-fishing
17-19,1-7,Handlers-cleaners
17-19,1-7,Adm-clerical
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Other-service
17-19,1-7,Handlers-cleaners
17-19,1-7,Priv-house-serv
17-19,1-7,Craft-repair
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Handlers-cleaners
17-19,1-7,Sales
17-19,1-7,Machine-op-inspct
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Priv-house-serv
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Sales
17-19,1-7,Adm-clerical
17-19,1-7,Craft-repair
17-19,1-7,Sales
17-19,1-7,Other-service
17-19,1-7,Other-service
17-19,1-7,Prof-specialty
17-19,8-9,Craft-repair
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Machine-op-inspct
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Tech-support
17-19,8-9,Handlers-cleaners
17-19,8-9,Machine-op-inspct
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Exec-managerial
17-19,8-9,Machine-op-inspct
17-19,8-9,Adm-clerical
17-19,8-9,Machine-op-inspct
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Farming-fishing
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Protective-serv
17-19,8-9,Machine-op-inspct
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Prof-specialty
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Machine-op-inspct
17-19,8-9,Sales
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Sales
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Protective-serv
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Farming-fishing
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Machine-op-inspct
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Handlers-cleaners
17-19,8-9,Prof-specialty
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Transport-moving
17-19,8-9,Craft-repair
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Machine-op-inspct
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Machine-op-inspct
17-19,8-9,Adm-clerical
17-19,8-9,Transport-moving
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Farming-fishing
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Transport-moving
17-19,8-9,Adm-clerical
17-19,8-9,Adm-clerical
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Adm-clerical
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Machine-op-inspct
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Transport-moving
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Farming-fishing
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Prof-specialty
17-19,8-9,Prof-specialty
17-19,8-9,Other-service
17-19,8-9,Farming-fishing
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Farming-fishing
17-19,8-9,Exec-managerial
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Machine-op-inspct
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Craft-repair
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Farming-fishing
17-19,8-9,Handlers-cleaners
17-19,8-9,Adm-clerical
17-19,8-9,Farming-fishing
17-19,8-9,Adm-clerical
17-19,8-9,Craft-repair
17-19,8-9,Machine-op-inspct
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Adm-clerical
17-19,8-9,Handlers-cleaners
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Tech-support
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Farming-fishing
17-19,8-9,Sales
17-19,8-9,Machine-op-inspct
17-19,8-9,Handlers-cleaners
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Adm-clerical
17-19,8-9,Machine-op-inspct
17-19,8-9,Adm-clerical
17-19,8-9,Prof-specialty
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Handlers-cleaners
17-19,8-9,Machine-op-inspct
17-19,8-9,Handlers-cleaners
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Farming-fishing
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Adm-clerical
17-19,8-9,Craft-repair
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Adm-clerical
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Farming-fishing
17-19,8-9,Adm-clerical
17-19,8-9,Adm-clerical
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Transport-moving
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Handlers-cleaners
17-19,8-9,Transport-moving
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Farming-fishing
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Prof-specialty
17-19,8-9,Other-service
17-19,8-9,Transport-moving
17-19,8-9,Machine-op-inspct
17-19,8-9,Farming-fishing
17-19,8-9,Priv-house-serv
17-19,8-9,Craft-repair
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Adm-clerical
17-19,8-9,Craft-repair
17-19,8-9,Craft-repair
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Priv-house-serv
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Craft-repair
17-19,8-9,Farming-fishing
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Sales
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Machine-op-inspct
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Transport-moving
17-19,8-9,Machine-op-inspct
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Machine-op-inspct
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Handlers-cleaners
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Adm-clerical
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Farming-fishing
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Farming-fishing
17-19,8-9,Sales
17-19,8-9,Farming-fishing
17-19,8-9,Protective-serv
17-19,8-9,Machine-op-inspct
17-19,8-9,Transport-moving
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Adm-clerical
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Exec-managerial
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Adm-clerical
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Transport-moving
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Machine-op-inspct
17-19,8-9,Sales
17-19,8-9,Adm-clerical
17-19,8-9,Farming-fishing
17-19,8-9,Adm-clerical
17-19,8-9,Tech-support
17-19,8-9,Other-service
17-19,8-9,Machine-op-inspct
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Farming-fishing
17-19,8-9,Handlers-cleaners
17-19,8-9,Sales
17-19,8-9,Prof-specialty
17-19,8-9,Sales
17-19,8-9,Prof-specialty
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Priv-house-serv
17-19,8-9,Adm-clerical
17-19,8-9,Adm-clerical
17-19,8-9,Handlers-cleaners
17-19,8-9,Handlers-cleaners
17-19,8-9,Adm-clerical
17-19,8-9,Other-service
17-19,8-9,Machine-op-inspct
17-19,8-9,Adm-clerical
17-19,8-9,Machine-op-inspct
17-19,8-9,Adm-clerical
17-19,8-9,Farming-fishing
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Machine-op-inspct
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Adm-clerical
17-19,8-9,Sales
17-19,8-9,Craft-repair
17-19,8-9,Other-service
17-19,8-9,Handlers-cleaners
17-19,8-9,Prof-specialty
17-19,8-9,Sales
17-19,8-9,Sales
17-19,8-9,Craft-repair
17-19,8-9,Handlers-cleaners
17-19,8-9,Other-service
17-19,8-9,Sales
17-19,8-9,Other-service
17-19,8-9,Machine-op-inspct
17-19,8-9,Handlers-cleaners
